,dato,tweetraw,usa_close,usa_return,usa_op,dax_close,dax_return,dax_op,china_close,china_return,china_op,trade_war
0,2016-10-11," Wow @CNN Town Hall questions were given to Crooked Hillary Clinton in advance of big debates against Bernie Sanders. Hillary &amp; CNN FRAUD! Thank you Texas! If you haven't registered to VOTE- today is your last day. Go to: https://t.co/HfihPEA3Sp &amp; get ou… https://t.co/gxbDRD4x2k VOTER REGISTRATION DEADLINES TODAY. You can register now at: https://t.co/HfihPEA3Sp and get out to… https://t.co/LlFdF0DRX4 DON'T LET HER FOOL US AGAIN. https://t.co/3QSoADFh7S Crooked's State Dept gave special attention to ""Friends of Bill"" after the Haiti Earthquake. Unbelievable! https://t.co/opP2l8ln0J I hope people are looking at the disgraceful behavior of Hillary Clinton as exposed by WikiLeaks. She is unfit to run. In Texas now leaving soon for BIG rally in Florida! The very foul mouthed Sen. John McCain begged for my support during his  primary (I gave he won) then dropped me over locker room remarks! 13 states have voter registration deadlines TODAY: FL OH PA MI GA TX NM IN LA TN AR KY SC.Register: https://t.co/wAtnFpN6wL Wow. Unbelievable. https://t.co/RcBPCcmwnD Disloyal R's are far more difficult than Crooked Hillary. They come at you from all sides. They don’t know how to win - I will teach them! With the exception of cheating Bernie out of the nom the Dems have always proven to be far more loyal to each other than the Republicans! It is so nice that the shackles have been taken off me and I can now fight for America the way I want to. Our very weak and ineffective leader Paul Ryan had a bad conference call where his members went wild at his disloyalty. Despite winning the second debate in a landslide (every poll) it is hard to do well when Paul Ryan and others give zero support! Thank you Pennsylvania. This is a MOVEMENT like we have never seen before! #VoteTrumpPence16 on 11/8/16- together… https://t.co/x0197JL5RU",2136.72998,-1.260333886,0,10577.16016,-0.443596592,0,3065.25,0.558092619,1,False
1,2016-10-12, I will be in Cincinnati Ohio tomorrow night at 7:30pm- join me! #OhioVotesEarly #VoteTrumpPence16 Tickets:… https://t.co/Bp5iHKbT2d The MOVEMENT in Lakeland Florida. Voter registration extended to 10/18. REGISTER ASAP @ https://t.co/HfihPERFgZ &amp;… https://t.co/PygIlshrgv The people of Cuba have struggled too long. Will reverse Obama's Executive Orders and concessions towards Cuba until freedoms are restored. PAY TO PLAY POLITICS. #CrookedHillary https://t.co/wjsl8ITVvk Very little pick-up by the dishonest media of incredible information provided by WikiLeaks. So dishonest! Rigged system! Crooked Hillary Clinton likes to talk about the things she will do but she has been there for 30 years - why didn't she do them? Thank you Florida- a MOVEMENT that has never been seen before and will never be seen again. Lets get out &amp;… https://t.co/t9XM9wFDZI Join me Thursday in Florida &amp; Ohio!West Palm Beach FL at noon:https://t.co/jwbZnQhxg9Cincinnati OH this 7:30pm:https://t.co/5w2UhalPIx,2139.179932,0.114527626,1,10523.07031,-0.514011989,0,3058.498047,-0.22076041600000001,0,False
2,2016-10-13," Join me live in Cincinnati Ohio!#TrumpRally #MAGAhttps://t.co/MzqgNNVfZb Join me in Greensboro North Carolina tomorrow at 2:00pm! #TrumpRallyhttps://t.co/vpLryxCyoq https://t.co/dRra2AqayJ Dem Gov. of MN. just announced that the Affordable Care Act (Obamacare) is no longer affordable. I've been saying this for years- disaster! This is a crossroads in the history of our civilization that will determine whether or not We The People reclaim c… https://t.co/a84WMHpSYy,10-13-2016 22:50:04,16977,33428,false,786700561743687680
Twitter for iPhone,Great event in Columbus- taking off for Cincinnati now. Great new Ohio poll out- thank you!OHIO NBC/WSJ/MARIST POLLTrump 42% Clinton 41%,10-13-2016 22:14:56,10543,31318,false,786691718062235649
Twitter for iPhone,Just left a great rally in Florida - now heading to Ohio for two more. Will be there soon.,10-13-2016 20:04:14,8838,31951,false,786658827429154816
Twitter for iPhone,I am making a major speech in West Palm Beach Florida at noon. Tune in!,10-13-2016 15:28:34,9658,31334,false,786589454991499264
Twitter for iPhone,Thank you! #MAGA #AmericaFirst https://t.co/fG313wjlKm,10-13-2016 15:27:27,14076,32417,false,786589172911964161
Twitter for iPhone,Join me in Ohio &amp; Maine!Cincinnati Ohio- tonight @ 7:30pm: https://t.co/XlHGD1VrMoBangor Maine - Saturday @ 3pm… https://t.co/DYHPQYBwpK,10-13-2016 13:52:14,7310,19017,false,786565208663785476
Twitter Web Client,The phony story in the failing @nytimes is a TOTAL FABRICATION. Written by same people as last discredited story on women. WATCH!,10-13-2016 13:35:12,14789,36489,false,786560925113266176
Twitter for Android,Why didn't the writer of the twelve year old article in People Magazine mention the incident"" in her story. Because it did not happen!",2132.550049,-0.310889913,0,10414.07031,-1.04666088,0,3061.345947,0.093027709,1,False
3,2016-10-14, Make sure you're registered to vote! Let's #MakeAmericaGreatAgain! We can't afford more years of FAILURE! All info:… https://t.co/MgV5urLhB0 Thank you for your support Greensboro North Carolina. Next stop - Charlotte! #MAGAhttps://t.co/3KWOl2ibaW https://t.co/jjde4W1hz2 WHAT THEY ARE SAYING ABOUT THE CLINTON CAMPAIGN’S ANTI-CATHOLIC BIGOTRY: https://t.co/oRUlaT4zbn Thank you to our U.S. Navy for protecting our country both in times of peace &amp; war. Together WE WILL MAKE AMERICA… https://t.co/v23jCl4tEQ,2132.97998,0.020156353999999998,1,10580.37988,1.5718676630000001,1,3063.809082,0.080394533,1,False
4,2016-10-17," Get rich quick! Crooked Hillary Clinton's pay to play guide: https://t.co/uKh5sCFfrv Yet more evidence of a media-rigged election: https://t.co/rVh4ocgx3r My wife Melania will be interviewed tonight at 8:00pm by Anderson Cooper on @CNN. I have no doubt she will do very well. Enjoy! I will sign the first bill to repeal #Obamacare and give Americans many choices and much lower rates! Trump Virginia Office Announces Statewide TV Ad Strategy and Leadership Team: https://t.co/wVJZTjY8bA https://t.co/JUBRu4mqCE Join me in Colorado Springs Colorado tomorrow at 1:00pm! #MAGA Tickets: https://t.co/ktFk8RuaUK Crooked Hillary colluded w/FBI and DOJ and media is covering up to protect her. It's a #RiggedSystem! Our country d… https://t.co/kuinRTImVJ New polls are good because the media has deceived the public by putting women front and center with made-up stories and lies and got caught Journalists shower Hillary Clinton with campaign cashhttps://t.co/qZPPX0LO4X https://t.co/NsWbJN01Uu State Department official accused of offering 'quid pro quo' in Clinton email scandal https://t.co/XkmcKeyRPJ Our thoughts are with the forces fighting ISIS in Iraq. We must never back down against this extreme radical Islami… https://t.co/oEoFIA8Rym Wow new polls just came out from @CNN   Great numbers especially after total media hit job. Leading Ohio 48 - 44. CORRUPTION CONFIRMED: FBI confirms State Dept. offered 'quid pro quo' to cover up classified emailshttps://t.co/A3mCNBLCsO Voter fraud! Crooked Hillary Clinton even got the questions to a debate and nobody says a word. Can you imagine if I got the questions? Unbelievable. https://t.co/D7kpxlQPwU 🚨BREAKING🚨: ""State Department's Kennedy pressured FBI to unclassify Clinton emails: FBI documents""https://t.co/GYYaneeysA WikiLeaks proves even the Clinton campaign knew Crooked mishandled classified info but no one gets charged? RIGGED! https://t.co/FgGxDsS0a1 We have all got to come together and win this election. We can't have four more years of Obama (or worse!). Of course there is large scale voter fraud happening on and before election day. Why do Republican leaders deny what is going on? So naive! @RosieGray: Peter Thiel chooses now to give $1.25mil in support of Trump https://t.co/sNEEB2n2TE @PrisonPlanet: Trump accuser praised him in an email as recently as April! This is all yet another hoax. https://t.co/tcKzmIKpfS Terrible @MarkSimoneNY: Watch Joe Biden's Long History Of Grabbing Kissing and Groping Women Who Are Cringing: https://t.co/1iQCMd25Dz Can't believe these totally phoney stories 100% made up by women (many already proven false) and pushed big time by press have impact!",2126.5,-0.304725135,0,10503.57031,-0.73127106,0,3041.166016,-0.7445521190000001,0,False
5,2016-10-18," 'Trump rally disrupter was once on Clinton's payroll'https://t.co/75oLLuD4SI Thank you Colorado Springs. If I’m elected President I am going to keep Radical Islamic Terrorists out of our count… https://t.co/N74UK73RLK FL KS ME MD MN NJ OR &amp; WV! It's the LAST DAY to mail in voter reg forms. Get the forms at… https://t.co/CbpgL6wynY It is time to #DrainTheSwamp in Washington D.C! Vote Nov. 8th to take down the #RIGGED system! https://t.co/Ox9hH13Q9I Hillary’s Aides Urged Her to Take Foreign Lobbyist Donation And Deal With Attacks: https://t.co/o2qvr1myIZ Nevada: A quick reminder that today is your last day to register to vote! https://t.co/ZnPgnu8vCS https://t.co/gF8ErCzTC1 If we let Crooked run the govt history will remember 2017 as the year America lost its independence. #DrainTheSwamp https://t.co/VpYiO8CnXQ Pay-to-play. Collusion. Cover-ups. And now bribery? So CROOKED. I will #DrainTheSwamp. https://t.co/FNzMit7mD8 I will Make Our Government Honest Again -- believe me. But first I'm going to have to #DrainTheSwamp in DC. https://t.co/m1lMAQPnIb @THEREALMOGUL: 41% of American voters believe the  election could be stolen"" from DonaldTrump due to widespread voter fraud. - Politico"" Great night in WI. I’m going to fight for every person in this country who believes government should serve the PEO… https://t.co/UIKwWNmwR7 Donald J. Trump Ethics Reform Plan For Washington D.C.https://t.co/lKzas1SqUA EXCLUSIVE: FBI Agents Say Comey ‘Stood In The Way’ Of Clinton Email Investigation:https://t.co/6n63fHVvNo",2139.600098,0.612268527,1,10631.549809999999,1.2037707990000002,1,3083.875,1.384912942,1,False
6,2016-10-19, UNBELIEVABLE!Clinton campaign contractor caught in voter-fraud video is a felon who visited White House 342 times: https://t.co/qQdsMHAtkT 'Over 250000 to Lose Health Insurance in Battleground North Carolina Due to #Obamacare'https://t.co/18McSKO2AY Join my team tonight at 8:30pmE!https://t.co/ZqJmf4yB87 https://t.co/ncJXn6fURF I will issue a lifetime ban against senior executive branch officials lobbying on behalf of a FOREIGN GOVERNMENT!… https://t.co/GQizTdCdFC I am going to expand the definition of LOBBYIST - so we close all the LOOPHOLES! #DrainTheSwamp https://t.co/PBPrrEnfSK Obamacare premiums increasing 33% in Pennsylvania - a complete disaster. It must be repealed and replaced!… https://t.co/aDZEfcI7SM 'Hillary Clinton Deleted Emails With Her Email Server Technician'https://t.co/VvO4lTKsaj Join me in Delaware Ohio tomorrow at 12:30pm! #DrainTheSwamp Tickets: https://t.co/TWRFY1ryY8 https://t.co/Zd1KjzlCtJ 'Top Hillary Adviser Mocked Plotted Attacks on Pro-Sanders Civil Rights Leader' #DrainTheSwamp https://t.co/ER5FtjZgjw 'Dem Operative Who Oversaw Trump Rally Agitators Visited White House 342 Times' #DrainTheSwamp https://t.co/MO4SJaQMzo 'State works hard and illegally for Clinton' #DrainTheSwamp https://t.co/zXvUnJTKhF 'Scandals surround Clinton's gatekeeper at State'#DrainTheSwamp https://t.co/xxTTZeMYAc The State Department's 'shadow government' #DrainTheSwamp https://t.co/UtbqlGrYJh More Anti-Catholic Emails From Team Clinton: https://t.co/KYirBbYjp2 https://t.co/f8Z7olUvlM It is time to #DrainTheSwamp!https://t.co/U2XeM2vDJK ‘Food Groups’ – Emails Show Clinton Campaign Organized Potential VPs By Race And Gender: https://t.co/Qk1fOm1t8L #DrainTheSwamp https://t.co/wqqPjxfBoJ Time to #DrainTheSwamp in Washington D.C. and VOTE #TrumpPence16 on 11/8/2016. Together we will MAKE AMERICA SAFE… https://t.co/rVcjXdWxzp Hillary is the most corrupt person to ever run for the presidency of the United States. #DrainTheSwamp https://t.co/xA3YO8YzCq 'Clinton Campaign Tried to Limit Damage From Classified Info on Email Server' #DrainTheSwamp https://t.co/5j8WuKLL5o,2144.290039,0.21871766,1,10645.67969,0.132728801,1,3084.7189940000003,0.027360482000000002,1,False
7,2016-10-20," Hillary &amp; Obama's Broken Promises. #RepealObamacare https://t.co/oz24r2xW7G In addition to those without health coverage- those that have disastrous #Obamacare are seeing MASSIVE PREMIUM INCR… https://t.co/J7ldXmUmJm When Obama took office in 2009 employer-provided premiums cost $13375. Today they are $18142. Thanks Obama. Crooked Hillary promised 200k jobs in NY and FAILED. We'll create 25M jobs when I'm president and I will DELIVER! https://t.co/NgyCkEH7Xn Crooked took MILLIONS from oppressive ME countries. Will she give the $$$ back? Probably not. Don't forget her slog… https://t.co/esLgql0Gg8 'Trump won the third debate'https://t.co/Wh52fyLNRz UPCOMING RALLIES - JOIN ME!TOMORROWFletcher NC @ 12pm. https://t.co/uASvA4Gd4rSATURDAYCleveland OH @ 7pm. https://t.co/hre7Foxqpo #ICYMI - OHIO RALLY!Watch here: https://t.co/0qAjfOcu6Y https://t.co/fpShHiXI31 On behalf of the entire family we would truly be honored to have your vote! Let's #MakeAmericaGreatAgain #EarlyVote https://t.co/tv7ihuvmfS Want access to Crooked Hillary? Don't forget - it's going to cost you!#DrainTheSwamp #PayToPlay https://t.co/qjMBZkEnK9 Thank you Delaware County Ohio! Remember- either we WIN this election or we are going to LOSE this country!… https://t.co/ntDRTzYOqi If elected POTUS - I will stop RADICAL ISLAMIC TERRORISM in this country! In order to do this we need to… https://t.co/45Vyk6z18m Why didn't Hillary Clinton announce that she was inappropriately given the debate questions - she secretly used them! Crooked Hillary. Thank you America! #MAGARasmussen National PollDonald Trump 43%Hillary Clinton 40% https://t.co/n4eZ3qpcjg Just landed in Ohio. Thank you America- I am honored to win the final debate for our MOVEMENT. It is time to… https://t.co/ivdjRzL6wZ Totally dishonest Donna Brazile chokes on the truth. Highly illegal! Watch: https://t.co/Rs5brj31bA https://t.co/FYoRo6MUjX The Washington Times Presidential Debate Poll:TRUMP 77% (18290)CLINTON 17% (4100)#DrainTheSwamp #Debate https://t.co/wsgsf5nv6H Join the MOVEMENT to #MAGA!https://t.co/3KWOl2ibaW https://t.co/V84qfN4oz1 Great poll - thank you America! Once we #DrainTheSwamp together we will #MAGA🇺🇸#Debate https://t.co/SvcjmrsHKD That was really exciting. Made all of my points. MAKE AMERICA GREAT AGAIN! Join my team over on my Facebook page- live now! #Debateshttps://t.co/vpDVQfO58A https://t.co/5v1tWzHrxq The era of division is coming to an end. We will create a new future of #AmericanUnity. First we need to… https://t.co/mZUFP24Bgh We cannot take four more years of Barack Obama and that’s what you’ll get if you vote for Hillary. #BigLeagueTruth I started this campaign to Make America Great Again. That’s what I’m going to do. #MAGA #debate HILLARY'S HEALTH CARE POLICIES#DrainTheSwamp #Debate https://t.co/t1Sr8dk2Xi We have to repeal &amp; replace #Obamacare! Look at what is doing to people! #DrainTheSwamp https://t.co/fsv7P11mWV .@realDonaldTrump is going to cut taxes BIG LEAGUE -- Crooked is going to raise taxes BIG LEAGUE! #DrainTheSwamp… https://t.co/41X9Qjy0RJ ISIS has infiltrated countries all over Europe by posing as refugees and @HillaryClinton will allow it to happen h… https://t.co/MmeW2qsTQh The economy cannot take four more years of these same failed policies.#BigLeagueTruth #DrainTheSwamp https://t.co/o8g2E5xXy6 Together we can save American JOBS American LIVES and AMERICAN FUTURES! #Debates https://t.co/2Yfd0Omn4X USA has the greatest business people in the world but we let political hacks negotiate our deals. We need change! #BigLeagueTruth #Debate I WILL DEFEAT ISIS. THEY HAVE BEEN AROUND TOO LONG! What has our leadership been doing?#DrainTheSwamp https://t.co/tU0iW3Gi9v After Crooked @HillaryClinton allowed ISIS to rise she now claims she'll defeat them? LAUGHABLE! Here's my plan: https://t.co/FzRMObNQVn What They Are Saying About @realDonaldTrump's GREAT Debate and @HillaryClinton's Bad Performance… https://t.co/1O86a49vJZ Her instincts are suboptimal.https://t.co/PRCHvRtPVA I opposed going into Iraq. Hillary voted for it. As with everything else she's supported it was a DISASTER. https://t.co/Um5WJXWfBZ #BigLeagueTruth #DrainTheSwamp https://t.co/eoBiXFPc5f Bernie Sanders on HRC: Bad Judgement. John Podesta on HRC: Bad Instincts. #BigLeagueTruth #Debate HILLARY FAILED ALL OVER THE WORLD. #BigLeagueTruth  ❌LIBYA❌SYRIA❌IRAN❌IRAQ❌ASIA PIVOT❌RUSSIAN RESET❌BENGHAZI… https://t.co/H1UH0svtt2 Hillary says ""take back Mosul?"" We would have NEVER lost Mosul- if it wasn't for #CrookedHillary. #DrainTheSwamp https://t.co/TmsY0ApFLQ You should give the money back @HillaryClinton! #DrainTheSwamp https://t.co/m0LKHRUoHz Crooked’s top aides were MIRED in massive conflicts of interests at the State Dept. We MUST #DrainTheSwamp https://t.co/a4p7q9jZde #Debate LIVE FACT-CHECK: Trump's RIGHT. The Clinton Foundation has taken MILLIONS from the Middle East. #DrainTheSwamp https://t.co/Kgcaf5tdTM Crooked @HillaryClinton's foundation is a CRIMINAL ENTERPRISE. Time to #DrainTheSwamp!  https://t.co/89eOMTsIjt #BigLeagueTruth #Debate Moderator: “Respectfully you won’t answer the pay-to-play question.” #Debate #BigLeagueTruth .@HillaryClinton loves to lie. America has had enough of the CLINTON'S! It is time to #DrainTheSwamp! Debates https://t.co/3Mz4T7qTTR She'll say anything and change NOTHING! #MAGA #BigLeagueTruth https://t.co/6E767Uw6Dj I will do more in the first 30 days in office than Hillary has done in the last 30 years! #Debate  #BigLeagueTruth https://t.co/tuNQePu8Vk Crooked's camp incited violence at my rallies. These incidents weren't ""spontaneous"" - like she claimed in Benghazi! https://t.co/aCzOgFIfZ2 #CrookedHillary is nothing more than a Wall Street PUPPET! #BigLeagueTruth #Debate https://t.co/skhBWG6AQ3 Brought to you by @HillaryClinton &amp; her campaign- in Chicago Illinois. #BigLeagueTruth #DrainTheSwamp https://t.co/10iUBOcECp .@realDonaldTrump will do more in the first 30 days in office than Hillary has done in the last 30 years! #Debate… https://t.co/GunaVggS0N Our country is stagnant. We’ve lost jobs and business. We don’t make things anymore b/c of the bill Hillary’s husband signed and she blessed Crooked Hillary has never created a job in her life. We will create 25 million jobs. Think she can do that? Not a c… https://t.co/64Kll0Dl7K .@HillaryClinton has been doing this for THIRTY YEARS....where has she been? #BigLeagueTruth #CrookedHillary gives Obama an “A” for an economic recovery that’s the slowest since WWII... #BigLeagueTruth… https://t.co/wVMFHdyCu2 THE CHOICE IS CLEAR!#BigLeagueTruth #DrainTheSwamp https://t.co/kGx88PEpmX I will renegotiate NAFTA. If I can’t make a great deal we’re going to tear it up. We’re going to get this economy running again. #Debate #CrookedHillary's plan will add $1.15 TRILLION in new taxes. We cannot afford her! #DrainTheSwamp #Debate https://t.co/jpjKY1IiQh This is what we can expect from #CrookedHillary. More Taxes. More Spending. #BigLeageTruth #DrainTheSwamp #Debates https://t.co/5yxnt0gNUF #BigLeagueTruth https://t.co/jhDLwFez3v .@HillaryClinton's tax hikes will CRUSH our economy. I will cut taxes -- BIG LEAGUE. https://t.co/EtA1tBnrNG https://t.co/NgMDP4wilI .@HillaryClinton talking about jobs? Remember what she promised upstate New York. #BigLeagueTruth#Debates https://t.co/SmjNuHi7XB .@HillaryClinton has been a foreign policy DISASTER for the American people. I will #MakeAmericaStrongAgain #Debate… https://t.co/tj6PWM5r1J Moderator: Hillary plan calls for more regulation and more government spending. #Debate #BigLeagueTruth .@HillaryClinton- you have failed failed and failed. #BigLeagueTruthTime to #DrainTheSwamp! https://t.co/c2EiyU8XKK Hillary has called for 550% more Syrian immigrants but won’t even mention “radical Islamic terrorists.” #Debate… https://t.co/Rf48XkZWbu Hey @POTUS - WE AGREE!#BigLeagueTruth #DrainTheSwamp https://t.co/WnofYy60fc Moderator: Hillary paid $225000 by a Brazilian bank for a speech that called for “open borders.” That’s a quote! #Debate #BigLeagueTruth TRUMP &amp; CLINTON ON IMMIGRATION#Debate #BigLeagueTruth https://t.co/OP4c7Jc8Ad Hillary is too weak to lead on border security-no solutions no ideas no credibility.She supported NAFTA worst deal in US history. #Debate .@RealDonaldTrump wants a SAFE America w/ stronger borders no amnesty and an END to sanctuary cities. He is… https://t.co/7Ha00c77Gb Plain &amp; Simple: We should only admit into this country those who share our VALUES and RESPECT our people. https://t.co/TlJo8dtVjZ One of my first acts as President will be to deport the drug lords and then secure the border. #Debate #MAGA Hillary Clinton will use American tax dollars to provide amnesty for thousands of illegals. I will put… https://t.co/ZpV33TfbR6 Drugs are pouring into this country. If we have no border we have no country. That’s why ICE endorsed me. #Debate #BigLeagueTruth #SecondAmendment #2A#Debates https://t.co/QbOaf8Dlhs .@realDonaldTrump is PRO-LIFE PRO-FAMILY #BigLeagueTruth #Debates2016 https://t.co/nOqbDBMQFM It is so imperative that we have the right justices. #DrainTheSwamp #Debates #BigLeagueTruth https://t.co/RHryqijTlu .@HillaryClinton lists litany of ways she plans to restrict gun rights. 2A will not survive a Hillary presidency. #Debate #BigLeagueTruth .@realDonaldTrump will PROTECT and DEFEND the Constitution #Debate #BigLeagueTruth #DrainTheSwamp https://t.co/mNTio22WK8 The 2nd Amendment is under siege. We need SCOTUS judges who will uphold the US Constitution. #Debate #BigLeagueTruth Hillary Clinton wants to create the most liberal Supreme Court in history #debate #DrainTheSwamp https://t.co/fKJBNXvluh Ready to lead. Ready to Make America Great Again. #Debate #MAGA This is an incredible MOVEMENT- WE are going to take our country BACK! #November8th #BigLeagueTruth #Debate https://t.co/BT4VgYTkBr Tune in at https://t.co/Q08Kp4w3oT and get the word out #BigLeagueTruth #Debate Help us spread the TRUTH stop the… https://t.co/GS9YQYzF6x I will be handing over my Twitter account to my team of deplorables for tonight's #debate#MakeAmericaGreatAgain",2141.340088,-0.13776191,0,10701.38965,0.520586221,1,3084.4580079999996,-0.008461324000000001,0,True
8,2016-10-21," #CrookedHillary sending U.S. intelligence info. to Podesta’s hacked email is ‘unquestionably an OPSEC violation’ https://t.co/z58aeo4CO7 WikiLeaks reveals Clinton camp’s work with ‘VERY friendly and malleable reporters’ #DrainTheSwamp #CrookedHillaryhttps://t.co/bcYLslrxi0 Donna Brazile Shreds Obama Economy - Acting DNC chair says 'people are more in despair about how things are' https://t.co/LQNbISSoX0 {Crooked Hillary Clinton} created this mess and she knows it. #DrainTheSwamp https://t.co/3cBNYjl5CD https://t.co/sjwkuq3nkk 'Clinton Campaign And Harry Reid Worked With New York Times To Smear State Dept Watchdog'Time to #DrainTheSwamp! https://t.co/0VDdGdpCTg VERY IRONIC: ""In 2010 video Clinton lectured underlings on cybersecurity and guarding ‘sensitive information’"" https://t.co/dL7VDMqSLy Great crowd in Johnstown Pennsylvania- thank you. Get out &amp; VOTE on 11/8! Watch the MOVEMENT in PA. this afternoon… https://t.co/DUMlbSkVeY A top Clinton Foundation official said he could name “500 different examples” of conflicts of interest. https://t.co/rtWhdYOyq7 #CrookedHillary “was at center of negotiating $12M commitment from King Mohammed VI of Morocco” to Clinton Fdn. https://t.co/HWOQ7jQWY2 Great crowd in Fletcher North Carolina- thank you! Heading to Johnstown Pennsylvania now! Get out on November 8th… https://t.co/IG5KhKIz3W The results are in on the final debate and it is almost unanimous I WON! Thank you these are very exciting times. Huma calls it a ""MESS"" the rest of us call it CORRUPT! WikiLeaks catches Crooked in the act - again.#DrainTheSwamp https://t.co/juvdLIJPWu",2141.159912,-0.008414878,0,10710.73047,0.087209934,1,3090.940918,0.209739046,1,False
9,2016-10-24, Peter Navarro: 'Trump the Bull vs. Clinton the Bear' #DrainTheSwamp https://t.co/mQRkfMG80j 'Democratic operative caught on camera: Hillary PERSONALLY ordered 'Donald Duck' troll campaign that broke the law'https://t.co/sTreHAfYUH Join me tomorrow in Sanford or Tallahassee Florida!Sanford at 3pm:https://t.co/PZENw9KhegTallahassee at 6pm:https://t.co/WKI69e1bqD THANK YOU St. Augustine Florida! Get out and VOTE! Join the MOVEMENT - and lets #DrainTheSwamp! Off to Tampa now!… https://t.co/zgwqhy2jBX Join me LIVE on my Facebook page in St. Augustine Florida! Lets #DrainTheSwamp &amp; MAKE AMERICA GREAT AGAIN!… https://t.co/mPzVrcaR9L Honored to receive an endorsement from @SJSOPIO - thank you! Together we are going to MAKE AMERICA SAFE &amp; GREAT AG… https://t.co/PSTcOei5t1 'Hillary Clinton Had Gun Control Supporters Planted In Town Hall Audience' https://t.co/1GVq74iW8a Leaving West Palm Beach Florida now - heading to St. Augustine for a 3pm rally. Will be in Tampa at 7pm - join me:… https://t.co/eLunEQRxZq 'The Clinton Foundation’s Most Questionable Foreign Donations'#PayToPlay #DrainTheSwamphttps://t.co/IkeqMRjX5z Departing Farmers Round Table in Boynton Beach Florida. Get out &amp; VOTE- lets #MAGA! EARLY VOTING BY FL. COUNTY:… https://t.co/MgJxNbxRga Get out to VOTE on 11/8/2016- and we will #DrainTheSwamp!RASMUSSEN NATIONAL Trump 43%Clinton 41% https://t.co/jIOR7Bq816 We are winning and the press is refusing to report it. Don't let them fool you- get out and vote! #DrainTheSwamp on November 8th! Why has nobody asked Kaine about the horrible views emanated on WikiLeaks about Catholics? Media in the tank for Clinton but Trump will win! Major story that the Dems are making up phony polls in order to suppress the the Trump . We are going to WIN! Wow just came out on secret tape that Crooked Hillary wants to take in as many Syrians as possible. We cannot let this happen - ISIS! 'Clinton Ally Aided Campaign of FBI Official’s Wife' https://t.co/U0w99gfyKE 'Clinton Charity Got Up To $56 Million From Nations That Are Anti-Women Gays' #CrookedHillaryhttps://t.co/eHsuBdi8XM Thank you Naples Florida! Get out and VOTE #TrumpPence16 on 11/8. Lets #MakeAmericaGreatAgain! Full Naples rally… https://t.co/5ZbteSJ00K,2151.330078,0.472738521,1,10761.16992,0.46871718700000004,1,3128.24707,1.192557722,1,False
